ACO_ID,ACO_Name,ACO_State,Agree_Type,Agreement_Period_Num,Initial_Start_Date,Initial_Track_1,Initial_Track_2,Initial_Track_3,Initial_Track_1_Plus,Current_Start_Date,Current_Track_1,Current_Track_2,Current_Track_3,Current_Track_1_Plus,Adv_Pay,AIM,SNF_Waiver,N_AB,Sav_rate,MinSavPerc,BnchmkMinExp,GenSaveLoss,DisAdj,EarnSaveLoss,DisAffQual,Met_QPS,QualScore,RecvdMean,Prior_Sav_Adj,RegTrndUpdt,PosRegAdj,UpdatedBnchmk,HistBnchmk,ABtotBnchmk,ABtotExp,Adv_Pay_Amt,Adv_Pay_Recoup,QualPerfShare,FinalShareRate,RevLossLimit,Rev_Exp_Cat,Per_Capita_Exp_ALL_ESRD_BY1,Per_Capita_Exp_ALL_DIS_BY1,Per_Capita_Exp_ALL_AGDU_BY1,Per_Capita_Exp_ALL_AGND_BY1,Per_Capita_Exp_ALL_ESRD_BY2,Per_Capita_Exp_ALL_DIS_BY2,Per_Capita_Exp_ALL_AGDU_BY2,Per_Capita_Exp_ALL_AGND_BY2,Per_Capita_Exp_ALL_ESRD_BY3,Per_Capita_Exp_ALL_DIS_BY3,Per_Capita_Exp_ALL_AGDU_BY3,Per_Capita_Exp_ALL_AGND_BY3,Per_Capita_Exp_ALL_ESRD_PY,Per_Capita_Exp_ALL_DIS_PY,Per_Capita_Exp_ALL_AGDU_PY,Per_Capita_Exp_ALL_AGND_PY,Per_Capita_Exp_TOTAL_PY,CMS_HCC_RiskScore_ESRD_BY1,CMS_HCC_RiskScore_DIS_BY1,CMS_HCC_RiskScore_AGDU_BY1,CMS_HCC_RiskScore_AGND_BY1,CMS_HCC_RiskScore_ESRD_BY2,CMS_HCC_RiskScore_DIS_BY2,CMS_HCC_RiskScore_AGDU_BY2,CMS_HCC_RiskScore_AGND_BY2,CMS_HCC_RiskScore_ESRD_BY3,CMS_HCC_RiskScore_DIS_BY3,CMS_HCC_RiskScore_AGDU_BY3,CMS_HCC_RiskScore_AGND_BY3,CMS_HCC_RiskScore_ESRD_PY,CMS_HCC_RiskScore_DIS_PY,CMS_HCC_RiskScore_AGDU_PY,CMS_HCC_RiskScore_AGND_PY,N_AB_Year_ESRD_BY3,N_AB_Year_DIS_BY3,N_AB_Year_AGED_Dual_BY3,N_AB_Year_AGED_NonDual_BY3,N_AB_Year_PY,N_AB_Year_ESRD_PY,N_AB_Year_DIS_PY,N_AB_Year_AGED_Dual_PY,N_AB_Year_AGED_NonDual_PY,N_Ben_Age_0_64,N_Ben_Age_65_74,N_Ben_Age_75_84,N_Ben_Age_85plus,N_Ben_Female,N_Ben_Male,N_Ben_Race_White,N_Ben_Race_Black,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Native,N_Ben_Race_Other,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_INP_Other,CapAnn_OPD,CapAnn_PB,CapAnn_AmbPay,CapAnn_HHA,CapAnn_DME,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,ADM_Psych,chf_adm,copd_adm,prov_Rate_1000,P_EDV_Vis,P_EDV_Vis_HOSP,P_CT_VIS,P_MRI_VIS,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,P_Nurse_Vis,P_FQHC_RHC_Vis,P_SNF_ADM,SNF_LOS,SNF_PayperStay,N_CAH,N_FQHC,N_RHC,N_ETA,N_Hosp,N_Fac_Other,N_PCP,N_Spec,N_NP,N_PA,N_CNS,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO8,ACO35,ACO36,ACO37,ACO38,ACO44,ACO43,ACO11,ACO12,ACO13,ACO14,ACO15,ACO16,ACO17,ACO18,ACO19,ACO20,ACO42,ACO40,DM_Comp,ACO27,ACO41,ACO28,ACO30
A1539,Collaborative Care of Florida LLC,FL,Renewal,2,01/01/2013 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,0,0,15743,0.046282891,0.026702741,6923343,6923343,,3099021,0,1,0.9135,0,172,0,,9711,9096,149587526,142664183,,,0.5,0.4568,0,High Revenue,71270,8688,15405,7601,75204,9426,17474,7902,72560,9535,15726,7968,75907,9515,15380,8713,9261,1.024,0.943,0.899,0.951,1.006,1.009,1.064,0.984,1.021,0.977,1.105,1.008,0.999,0.935,0.877,0.992,85,1069,215,12424,15404,97,946,179,14183,1549,8287,4488,1419,8856,6887,13258,1506,191,173,9,606,2453,2238,34,175,15,127,355,0,1837,3831,70,460,295,261,249,1,9,3,14,8,806,543,188,698,304,10608,3511,5894,1195,8,30,24,10928,0,0,0,0,1,4,93,35,39,15,0,84.69,92.56,90.87,82.07,61.57,59.15,73.84,24.16,14.71,18.01,32.64,64.88,53.57,64.71,1.6,100,87.76,98.51,86.35,88.8,92.07,86.67,75.5,81.79,77.3,85.91,1.19,56.48,10.41,61.77,73.68,84.15
A1540,"ACO Health Partners, LLC","FL, CA",Renewal,2,01/01/2013 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,0,0,5032,0.070523782,0.038903904,4682998,4682998,,1920318,0,1,0.8369,0,62,0,,13595,12829,66403097,61720100,0,0,0.5,0.4184,0,Low Revenue,90003,11737,14729,10302,78872,12623,16490,10754,87699,12143,17341,10973,84013,10994,12502,12016,12636,1.037,1.028,0.953,1.043,1.059,1.018,0.922,1.073,1.029,1.063,1.018,1.081,0.975,1.054,0.906,1.116,63,1362,384,3975,4884,51,796,286,3751,1029,2393,1198,412,2675,2357,4260,439,99,56,3,175,3493,3296,73,132,39,243,771,0,2104,5185,110,751,314,364,349,2,6,6,16,8,852,841,272,928,344,13167,4661,6775,1718,13,71,21,9659,0,0,0,0,0,0,52,60,29,22,0,85.77,94.67,93.57,84.15,60.73,64.93,71.4,27.86,15.57,19.45,41.6,89.3,65.35,90.91,2,100,93.1,69.69,48.84,41.64,64.79,59.68,51.24,58.13,54.05,72.05,9.09,27.98,26.6,34.2,74.42,87.89
A1544,SERPA-ACO,NE,Renewal,2,01/01/2013 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,0,0,21023,-0.037487137,0.024897697,-8422881,-8422881,,0,0,1,0.934,0,0,0,,10990,10072,224687218,233110099,2106340,0,0.5,0.467,0,Low Revenue,70404,9175,14004,8805,67603,10238,14996,9071,65353,10691,15289,9634,76590,10972,18772,10622,11402,0.942,0.942,0.972,0.934,0.963,0.972,0.966,0.931,0.964,0.951,0.98,0.935,1.039,0.979,1.12,0.996,71,1769,1144,16452,20445,101,1507,1077,17759,2121,9460,6215,3227,11741,9282,20315,69,53,138,34,414,3755,3526,107,135,34,213,1262,0,2858,2942,137,235,254,323,310,3,6,4,15,10,861,610,132,571,158,9177,4640,2817,1444,276,93,26,12521,0,0,1,0,0,0,89,1,21,45,0,87.78,94.41,92.62,85.13,55.4,64.51,75.67,28.49,14.84,18.51,37.63,77.87,62.74,70.21,2.61,100,77.7,87.69,84.74,87.69,70.19,46.34,84.11,77.42,79.06,73.83,8.22,72.07,5.86,76.21,77.91,93.66
A1545,"Accountable Care Coalition of North Texas, LLC.",TX,Renewal,2,01/01/2013 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,0,1,0,0,0,0,0,5304,0.07259675,0,4163886,4163886,,1975351,0,1,0.8068,0,230,0,,11121,10395,57356369,53192483,,,0.6,0.4841,0,High Revenue,77284,9514,12341,8852,79762,9137,13440,9001,86278,9414,12502,9439,89838,10105,12380,9322,10313,0.99,0.979,0.824,0.944,0.978,0.97,0.803,0.946,0.972,0.96,0.824,0.925,1.046,0.95,0.793,0.903,63,998,453,5475,5158,46,555,317,4240,802,2914,1253,335,3000,2304,4159,648,170,155,10,162,3231,2423,286,401,54,146,410,117,1702,3872,96,846,267,286,239,11,22,6,15,8,751,688,191,746,270,9897,4498,4679,713,8,34,25,11414,0,0,0,0,0,0,47,12,16,21,0,85.08,92.43,90.22,82.26,52.83,64.04,70.85,31.2,14.96,18.1,35.61,76.73,57.27,33.33,1.94,76.79,98.78,53.98,56.48,42.44,76.55,69.57,27.65,60.16,73.6,76.17,0,38,18.33,45.5,68.14,82.88
A1552,Keystone ACO,PA,Renewal,2,01/01/2013 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,0,0,0,1,0,0,1,72437,0.012953472,0.02,9933287,0,,0,0,1,0.9065,0,0,0,,10814,10013,766843592,756910305,,,0.5,0.4533,0,High Revenue,78424,8577,15213,8616,77525,8552,15095,8741,76480,9012,15963,8959,89433,9817,16625,9625,10674,1.031,1.011,1.116,1.114,1.048,0.998,1.117,1.096,1.058,1.004,1.126,1.098,1.082,1.054,1.131,1.08,415,10902,4010,39488,70912,513,11199,4468,54732,11828,31783,19858,8968,40771,31666,69256,1238,226,318,22,1377,3485,2807,94,530,87,225,725,2,2794,2881,149,466,265,323,285,3,27,9,19,7,846,746,214,775,215,9219,3630,3274,1999,315,65,24,10164,1,12,0,0,8,17,1091,2023,436,918,0,82.55,94.29,93.98,76.95,56.34,61.49,74.85,21.16,14.94,17.59,34.6,72.55,57.02,62.99,1.67,99.62,84.56,82.03,80.27,86.51,51.22,63.24,66.79,74.44,81.29,84.34,10.17,56.06,12.88,62.5,74.7,90.34
A1557,"MCM ACCOUNTABLE CARE ORGANIZATION, LLC",FL,Renewal,2,01/01/2013 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,0,0,7880,0.10083681,0.032238238,11126017,11126017,,5075547,0,1,0.931,0,70,0,,14335,13570,110336856,99210839,,,0.5,0.4655,0,Low Revenue,78986,11887,18937,11887,88128,11798,17198,11700,91016,11313,19508,12006,90295,10426,15333,12011,12890,1.075,1.09,1.073,1.223,1.048,1.154,1.044,1.236,1.095,1.141,1.073,1.262,1.064,1.073,1.054,1.304,75,922,531,6838,7697,84,719,410,6484,947,3118,2562,1253,4463,3417,6768,622,63,174,3,250,3438,3029,86,304,54,227,824,0,1871,5455,132,972,291,369,342,3,15,8,19,10,832,773,288,755,319,14410,6112,7227,1055,16,70,24,11100,0,0,0,0,0,0,51,2,23,5,0,86.62,91.22,88.14,81.02,60.46,60.66,73.34,27.35,15.57,18.49,34.17,82.63,55.63,55.56,2.02,94.12,97.34,85.97,68.33,71.17,94.13,87.8,79.56,73.98,76.12,82.46,5.77,53.34,13.71,60.03,73.7,80.13
A1562,"Meritage ACO, LLC",CA,Renewal,2,01/01/2013 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,0,0,17890,0.001952167,0.025843769,374455,0,,0,1,1,0.9268,1,0,0,,10932,10066,191815193,191440738,,,0.5,0.4634,0,High Revenue,100466,8577,13889,9136,89626,9753,15319,9440,96543,10010,16080,9712,95184,10869,17094,10412,10911,1.032,0.886,0.923,0.883,0.972,0.852,0.886,0.891,0.968,0.832,0.906,0.862,0.991,0.803,0.936,0.911,65,1078,929,17665,17546,41,756,745,16004,1210,8654,5479,2547,10217,7673,16378,167,259,200,15,871,3195,3066,22,99,29,421,589,0,2562,3606,90,578,167,198,193,0,3,2,10,3,808,544,135,369,277,9552,3564,5500,345,143,34,23,16507,0,3,0,0,1,3,143,248,32,26,1,87.81,93.54,92.03,78.4,54.05,53.5,76.36,27.27,13.92,17.76,29.22,62.15,50.29,55.56,1.38,98.39,87.03,60.07,63.67,85.62,62.98,30.77,39.4,72.63,66.78,91.09,0,41.22,13.74,43.89,65.37,90.04
A1596,"Accountable Care Coalition of Georgia, LLC.",GA,Renewal,2,01/01/2013 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,0,0,6775,0.024348223,0.034448448,1643168,0,,0,1,1,0.9268,1,62,0,,10347,9768,67486143,65842975,,,0.5,0.4634,0,Low Revenue,66639,8103,9270,7557,75846,7435,10854,8573,77094,8352,9964,9287,72051,8761,11344,8436,10095,0.997,0.923,0.823,0.916,0.998,0.935,0.805,0.94,1,0.939,0.855,0.963,0.943,0.847,0.793,0.883,69,2352,807,2259,6522,111,2409,1018,2983,2860,2693,913,309,3827,2948,4488,2014,42,123,5,103,3378,2825,157,275,146,222,554,0,2636,2662,250,417,353,344,307,3,15,20,19,16,708,1159,212,608,181,8484,416,3528,937,3602,43,26,11240,0,83,0,0,0,0,110,44,109,24,0,83.77,90.91,89.49,82.07,57.36,60.37,73.01,27.17,15.26,18.91,43.04,93.07,67.59,55.36,2.35,90.91,100,78.68,60.41,46.9,93.07,87.01,88.44,48.01,54.32,80.67,3.8,28.18,21.73,34.3,63.22,82.72
A1617,"Northern Ohio Medical Specialists, LLC",OH,Renewal,2,01/01/2013 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,0,0,8830,0.019953539,0.031169169,1783963,0,,0,0,1,0.9007,0,29,0,,10411,9946,89405866,87621903,1737160,0,0.5,0.4504,0,Low Revenue,70901,9213,17300,8342,69529,9635,16524,8201,80199,9787,16837,8721,100755,8395,17820,9346,10203,1.022,1.078,1.183,0.995,1.064,1.005,1.177,0.982,1.129,1.01,1.158,0.999,1.135,0.997,1.172,1.026,80,895,409,6791,8588,50,740,414,7384,1028,4121,2573,1108,5106,3724,8320,183,20,24,1,282,2951,2501,100,315,54,298,917,0,2389,2797,137,536,224,308,285,2,16,5,16,13,833,736,195,647,179,9908,3980,3762,2158,8,78,28,11020,0,0,0,0,0,0,45,42,44,19,2,91.92,96.44,94.58,81.01,63.7,70.33,75.63,34.51,15.13,18.36,36.15,78.41,57.15,54.55,2.03,100,90.35,74.05,68.49,79.54,91.75,84.09,83.48,77.23,80.07,79.41,3.95,39.63,10.96,44.35,73.73,94.41
A1622,Morehouse Choice ACO-ES,GA,Renewal,2,01/01/2013 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,0,0,9742,-0.015165744,0.030257257,-1409817,0,,0,1,1,0.9268,1,67,0,,9849,9062,92960652,94370469,,,0.5,0.4634,0,Low Revenue,63434,7138,8656,6855,65860,7450,8893,6271,62267,7672,9409,6671,70557,8038,10525,7782,9998,0.931,0.937,0.821,0.995,0.908,0.901,0.817,0.979,0.927,0.914,0.796,0.957,0.905,0.888,0.763,0.941,243,2877,1401,4081,9438,257,3061,1467,4654,3697,3920,1587,538,5563,4179,4411,4966,58,193,5,109,3219,2794,138,214,111,163,489,7,2867,2647,259,406,311,324,295,4,10,15,20,12,745,933,231,554,178,8994,1067,3446,860,3621,43,25,10186,0,133,0,0,0,0,247,170,220,58,1,87.38,93.33,91.47,79.76,61.08,56.69,72.77,31.63,15.22,18.77,40.92,78.71,60.65,73.77,2.31,98.56,69.05,81.46,60.32,65.55,76.45,65.22,93.43,61.37,68.09,76.34,1.56,26.52,17.23,30.41,63.6,89.58
A1628,"Integral Healthcare, LLC",FL,Renewal,2,01/01/2013 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,0,0,17223,0.037155049,0.026110622,7229746,7229746,,3154955,0,1,0.8906,0,189,0,,11578,10833,194583140,187353394,,,0.5,0.4453,0,Low Revenue,83053,9850,18254,9752,70257,9816,16893,9715,75914,9561,15739,9525,89250,9815,16426,10312,11148,1.001,1.083,1.072,1.142,1.025,1.06,1.076,1.165,1.016,1.052,1.054,1.143,1.026,1.012,1.097,1.11,136,2249,844,16907,16806,133,1702,719,14253,2240,7739,5122,2122,9672,7551,15768,703,100,249,7,396,3399,2927,57,378,58,166,637,0,1304,4901,102,662,240,362,333,2,20,7,16,10,801,683,273,619,262,11278,3692,6423,1132,30,56,24,10485,0,0,0,0,0,0,174,106,96,44,0,87.82,91.62,91.37,84.21,59.13,60.11,75.15,22.97,15.4,20.88,37.1,81.13,63.45,69.57,1.69,99.77,98.28,93.6,68.67,59.25,92.48,78.57,81.14,73.74,73.1,84.86,3.85,48.76,14.26,55.56,75.83,91.69
A1637,American Health Network of Ohio PC,OH,Renewal,2,01/01/2013 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,0,0,6393,0.074737747,0.035213213,4896631,4896631,,2117596,0,1,0.8826,0,134,0,,10543,10078,65517504,60620874,0,0,0.5,0.4413,0,Low Revenue,85826,9143,14741,8883,85263,8631,16255,8725,90168,9126,14298,8457,98261,8878,14916,8872,9755,1.057,1.009,1.04,0.955,1.033,1.012,1.101,0.945,1.043,0.97,1.116,0.932,1.101,1.041,1.164,0.975,46,1047,514,5044,6214,36,676,381,5122,868,3018,1706,801,3550,2843,5604,497,62,6,4,220,3115,2842,52,177,67,390,773,0,2059,2799,180,537,223,292,276,1,8,7,14,6,821,671,215,641,158,9389,4254,3420,1705,10,69,24,10505,0,0,0,0,0,0,39,4,18,4,0,85.09,94.2,92.55,86.05,54.77,59.91,74.04,29.12,15.19,19.28,35.45,74.1,56.5,81.82,1.84,100,95.92,86.13,82,82.71,93.72,73.33,84.3,53.4,66.33,76.71,16.67,52.61,18.55,63.41,76.79,82.08
A1638,"Millennium Accountable Care Organization, LLC",FL,Renewal,2,01/01/2013 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,0,0,1,0,0,0,1,41803,0.082369861,0.02,41187298,41187298,,29044557,0,1,0.9594,0,263,0,,12178,10843,500028748,458841449,,,0.75,0.7196,0,Low Revenue,94848,9135,17727,9958,88425,10123,18069,9975,91683,9823,17171,9979,81383,10383,17323,10814,11175,1.078,1.074,1.078,1.095,1.062,1.013,1.076,1.084,1.113,1.002,1.067,1.072,1.073,1.101,1.099,1.191,103,1818,714,28215,41061,145,1811,821,38284,1940,18990,15082,5791,22925,18878,39578,724,133,363,23,982,2769,2450,100,198,52,240,717,0,1457,5243,95,648,287,266,246,4,11,6,13,6,839,548,185,799,317,12657,4397,6172,2037,51,63,24,10786,0,0,0,0,0,0,214,68,143,65,0,84.35,93.09,91.29,81.51,60.36,64.02,74.22,27.19,14.9,19.13,26.65,60.43,46.8,53.33,1.65,99,96.76,99.34,80.21,84.88,95.41,91.43,82.41,82.03,85.41,83.74,15.71,63.64,8.1,67.77,84.09,86.67
A1652,Billings Clinic,"MT, WY",Renewal,2,01/01/2013 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,0,0,12198,-0.026484539,0.028680936,-3324343,0,,0,0,1,0.9593,0,0,0,,10567,9688,125520150,128844493,,,0.5,0.4797,0,High Revenue,69822,9910,10374,8124,64109,10677,11757,8415,63804,10648,11182,8771,71302,13708,15880,9823,10846,0.985,0.983,1.042,0.948,0.965,1.008,1.047,0.986,0.971,1.094,1.076,1.027,0.959,1.116,1.121,1.029,54,1237,596,9634,11879,67,1094,626,10092,1512,5872,3331,1483,6984,5214,11519,30,23,50,276,300,3393,3212,147,39,24,258,691,0,3831,2193,95,146,260,296,289,4,2,1,11,12,823,704,180,616,221,8092,2897,2905,2248,42,63,23,10198,0,0,0,0,1,0,117,332,70,106,0,80.9,94.31,92.11,72.52,59.15,57.52,75.08,27.02,14.19,17.06,31.6,61.45,49.86,56.52,1.74,100,86.2,98.13,95.97,92.2,97.37,44.83,94.83,74.26,75.94,79.72,0,68.2,5.36,71.26,68.2,92.81
A1669,Integrated ACO LLC,TX,Renewal,2,01/01/2013 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,1,0,0,11185,0.029992257,0.029288858,3717537,3717537,,1627894,0,1,0.8937,0,246,0,,11396,10761,123949906,120232369,0,0,0.5,0.4468,0,Low Revenue,71873,8735,14315,8737,77888,9181,14203,8820,75828,9854,14420,9371,81872,12249,15359,9437,11054,1.014,1.013,0.978,0.995,1.045,0.995,0.93,1,0.998,0.982,0.949,0.998,1.001,0.965,0.885,0.984,128,1562,1382,9364,10877,110,1163,1069,8535,1591,5193,3156,1245,6439,4746,9340,626,159,695,13,352,3673,2801,223,600,65,215,826,43,1739,3625,168,950,235,345,298,7,32,8,17,8,764,765,202,639,214,10214,4330,4293,821,769,58,30,13294,0,0,5,0,0,0,66,9,27,12,1,88.74,94.18,92.42,80.14,57.49,63.22,70.35,33,14.54,18.25,38.42,81.63,60.45,59.09,2.51,89.19,98.45,63.34,56.92,57.42,86.86,77.78,38.99,52.61,56.18,81.89,0,31.19,21.02,35.25,65.8,80.1
A1675,HHC ACO Inc,NY,Renewal,2,01/01/2013 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,0,0,10569,0.065297349,0.029658532,7262050,7262050,,2967275,0,1,0.8339,0,296,0,,10741,10396,111215084,103953034,,,0.5,0.4169,0,High Revenue,75038,8666,8841,6096,81488,9009,9342,6365,83527,8159,9737,6485,81454,9291,9128,6870,10039,0.951,0.941,0.821,0.948,0.944,0.946,0.809,0.931,0.963,0.92,0.814,0.932,0.918,0.871,0.766,0.854,278,3327,5088,3406,10355,234,2584,4025,3511,2964,4326,2447,832,6297,4272,2758,4936,584,1339,39,913,3971,3319,10,132,515,66,593,0,3330,1709,123,323,210,340,307,0,6,27,24,15,695,946,266,333,105,8002,2714,4199,311,777,24,32,19564,0,64,0,8,5,28,1930,3879,344,357,0,78.17,91.07,90.53,75.65,67.14,59.53,71.42,27.11,15.39,18.71,46.51,103.97,75.42,80,1.79,100,79.58,81.25,76.23,84.58,82.72,87.18,87.7,71,75.67,92.37,15.52,54.85,19.09,64.55,70.57,88.1
A1694,Rainier Health Network,WA,Renewal,2,01/01/2013 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,0,0,0,1,0,0,1,38891,0.035494262,0.01,14362019,14362019,,6705312,0,1,0.9528,0,16,0,,10620,9783,404629309,390267291,,,0.5,0.4764,0,High Revenue,77470,8349,14993,8958,82379,8225,14284,8857,83600,8291,13262,8979,86232,8751,11222,9835,10244,1.045,0.947,0.976,1.03,1.02,0.951,0.935,1.025,1.003,0.898,0.902,1.016,1.011,0.885,0.765,1.058,253,3485,1560,29111,38099,224,3147,1334,33394,3379,18181,12315,5016,21955,16936,34522,1198,1178,137,221,1635,3004,2862,31,75,59,400,742,0,2446,3240,108,384,216,242,235,0,4,3,16,2,801,681,177,701,204,8698,3207,3699,1730,62,55,24,12836,1,0,0,0,6,4,303,923,243,273,0,82.22,91.77,89.53,74.73,53.56,65.06,70.87,25.56,13.85,15.57,29.98,62.49,47.75,80,1.24,98.48,92.03,79.34,70.31,77.69,69.51,77.78,51.14,69.23,69.92,86.08,16.28,44.88,14.85,50.83,73.56,98.46
A1702,"American Health Alliance, LLC",FL,Renewal,2,01/01/2013 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,0,0,0,1,1,0,1,9122,0.078858754,0,10253788,10253788,,4576946,0,1,0.911,0,201,0,,14712,13567,130027261,119773473,0,0,0.5,0.4555,1,Low Revenue,91440,12203,22601,10527,97095,10733,23955,10675,96296,10962,25982,11522,86986,14035,24680,11973,13552,1.156,1.251,1.239,1.128,1.189,1.213,1.299,1.141,1.18,1.194,1.298,1.231,1.105,1.407,1.34,1.36,48,508,715,7438,8838,54,432,708,7643,474,3675,3373,1600,5433,3689,8254,479,70,112,7,200,3504,3200,134,191,29,840,1268,0,1718,5545,139,740,288,369,352,3,10,4,20,8,855,680,294,762,282,16404,7288,5816,2962,339,108,28,11631,0,0,0,0,0,0,39,1,24,6,0,90.69,94.67,92.43,81.15,62.78,63.32,75.18,22.55,15.3,18.32,32.28,74.09,55.28,33.33,1.68,95.45,98.14,93.36,90.53,83.5,92,92.86,80.07,75.91,83.95,79.43,20.9,63.7,8.9,69.04,83.04,90.91
A1706,"Qualuable Medical Professionals, LLC","TN, VA",Renewal,2,01/01/2013 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,0,0,14234,0.004024026,0.027459092,518892,0,,0,0,1,0.9729,0,286,0,,9296,8440,128948408,128429516,,,0.5,0.4865,0,Low Revenue,66545,7140,11494,6915,72962,7132,11445,7136,78072,7889,11822,7416,84344,8787,16723,8526,9259,0.98,0.928,0.979,0.966,1.034,0.938,0.953,0.984,1.048,0.932,1.04,1.011,1.059,1.043,1.08,1.074,62,1902,853,11003,13871,64,1448,606,11754,1958,6889,3905,1482,8309,5925,13740,207,47,13,7,220,2767,2331,49,342,53,166,707,0,1529,3034,122,575,298,339,310,2,20,7,14,10,856,598,226,665,190,10668,4781,3213,2663,10,69,26,9429,0,0,0,0,0,0,208,206,145,49,0,91.02,95.14,94.59,81.8,67.07,65.78,71.43,32.64,15.02,16.72,35.34,79.64,59.35,60.71,2.68,99.12,97.59,92.44,83.24,91.99,95.41,82.67,91.89,81.57,86,82.17,8.47,66.95,9.4,73.66,83.47,94.76
A1717,Union Health ACO,"IN, IL",Renewal,2,01/01/2013 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,1,0,0,0,0,0,0,14571,-0.011383806,0.027256851,-1957015,0,,0,0,1,0.746,0,0,0,,12130,11135,171912165,173869180,,,0.5,0.373,0,High Revenue,86178,9982,20165,9282,80356,10561,18775,9427,76894,10880,17961,9778,93117,12009,19158,10695,12268,1.069,1.111,1.143,1.101,1.024,1.081,1.092,1.071,1.031,1.079,1.067,1.072,1.12,1.072,1.084,1.076,134,2533,1144,11662,14173,127,2072,1073,10901,2542,6352,3980,1697,8535,6036,14044,275,33,8,6,205,3748,3438,70,197,73,283,1157,0,3611,2785,151,551,360,362,340,2,10,11,28,15,820,840,242,944,216,10259,2619,5065,1766,809,94,26,11613,1,6,3,0,1,2,88,135,91,13,0,85.8,94.35,92.98,86.57,51.41,53.2,71.27,28.39,14.99,19.23,40.13,85.06,61.15,62.79,2.31,100,88.12,80.2,61.06,79.54,53.61,84.81,64.34,66.12,63.11,80.17,7.5,26.7,15.75,30.18,73.93,92.56
A1722,Central Florida Physicians Trust,FL,Renewal,2,01/01/2013 12:00:00 AM,1,0,0,0,01/01/2016 12:00:00 AM,0,0,0,1,1,0,1,12451,0.077590833,0.028529106,11375114,11375114,,5159729,0,1,0.9257,0,190,0,,11959,11115,146603838,135228724,0,0,0.5,0.4629,1,Low Revenue,87424,10094,18027,9446,102411,10852,17667,9814,86886,10126,17967,9928,96321,10394,17017,10263,11031,1.074,1.077,1.032,1.085,1.031,1.102,1.061,1.097,1.015,1.041,1.055,1.102,1.039,1.052,1.084,1.101,64,1095,472,9373,12259,81,958,345,10874,1030,5960,3858,1603,7348,5103,10868,738,118,299,6,422,3107,2791,69,238,33,375,673,0,1685,4438,85,660,287,325,307,1,12,5,19,9,826,649,247,771,305,12576,5321,5943,1281,30,56,26,11109,0,0,0,0,0,0,72,2,36,22,0,88.04,93.78,94.02,81.45,64.68,63.91,73.24,28.03,15.55,18.58,33.77,73.78,60.08,61.54,1.78,95.58,95.18,79.24,81.95,75.26,95,96.67,83.4,90.33,83,87.59,13.64,71.27,8.21,74.63,84.45,83.85
